sample_id,dataset_origin,audio_file,audio_path,transcript,emotion_label,depression_score
SAM_00382,Zenodo,f61-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f61-03-05-18.wav,Vocal recording sample,neutral,
SAM_00383,Zenodo,h52-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h52-04-05-18.wav,Vocal recording sample,neutral,
SAM_00384,Zenodo,a30-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a30-01-05-18.wav,Vocal recording sample,neutral,
SAM_00385,Zenodo,a35-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a35-01-05-18.wav,Vocal recording sample,neutral,
SAM_00386,Zenodo,sr52-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr52-06-05-18.wav,Vocal recording sample,neutral,
SAM_00387,Zenodo,h79-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h79-04-05-18.wav,Vocal recording sample,neutral,
SAM_00388,Zenodo,h67-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h67-04-05-18.wav,Vocal recording sample,neutral,
SAM_00389,Zenodo,a100-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a100-01-05-18.wav,Vocal recording sample,neutral,
SAM_00390,Zenodo,d73-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d73-02-05-18.wav,Vocal recording sample,neutral,
SAM_00391,Zenodo,h45-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h45-04-05-18.wav,Vocal recording sample,neutral,
SAM_00392,Zenodo,h71-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h71-04-05-18.wav,Vocal recording sample,neutral,
SAM_00393,Zenodo,sr9-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr9-06-05-18.wav,Vocal recording sample,neutral,
SAM_00394,Zenodo,f72-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f72-03-05-18.wav,Vocal recording sample,neutral,
SAM_00395,Zenodo,h89-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h89-04-05-18.wav,Vocal recording sample,neutral,
SAM_00396,Zenodo,a53-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a53-01-05-18.wav,Vocal recording sample,neutral,
SAM_00397,Zenodo,sr94-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr94-06-05-18.wav,Vocal recording sample,neutral,
SAM_00398,Zenodo,f48-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f48-03-05-18.wav,Vocal recording sample,neutral,
SAM_00399,Zenodo,a39-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a39-01-05-18.wav,Vocal recording sample,neutral,
SAM_00400,Zenodo,h56-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h56-04-05-18.wav,Vocal recording sample,neutral,
SAM_00401,Zenodo,d91-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d91-02-05-18.wav,Vocal recording sample,neutral,
SAM_00402,Zenodo,a9-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a9-01-05-18.wav,Vocal recording sample,neutral,
SAM_00403,Zenodo,h33-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h33-04-05-18.wav,Vocal recording sample,neutral,
SAM_00404,Zenodo,s63-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s63-05-05-18.wav,Vocal recording sample,neutral,
SAM_00405,Zenodo,sr104-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr104-06-05-18.wav,Vocal recording sample,neutral,
SAM_00406,Zenodo,f30-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f30-03-05-18.wav,Vocal recording sample,neutral,
SAM_00407,Zenodo,s27-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s27-05-05-18.wav,Vocal recording sample,neutral,
SAM_00408,Zenodo,s49-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s49-05-05-18.wav,Vocal recording sample,neutral,
SAM_00409,Zenodo,a4-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a4-01-05-18.wav,Vocal recording sample,neutral,
SAM_00410,Zenodo,d37-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d37-02-05-18.wav,Vocal recording sample,neutral,
SAM_00411,Zenodo,d8-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d8-02-05-18.wav,Vocal recording sample,neutral,
SAM_00412,Zenodo,h10-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h10-04-05-18.wav,Vocal recording sample,neutral,
SAM_00413,Zenodo,s84-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s84-05-05-18.wav,Vocal recording sample,neutral,
SAM_00414,Zenodo,sr46-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr46-06-05-18.wav,Vocal recording sample,neutral,
SAM_00415,Zenodo,h35-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h35-04-05-18.wav,Vocal recording sample,neutral,
SAM_00416,Zenodo,s88-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s88-05-05-18.wav,Vocal recording sample,neutral,
SAM_00417,Zenodo,sr8-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr8-06-05-18.wav,Vocal recording sample,neutral,
SAM_00418,Zenodo,h57-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h57-04-05-18.wav,Vocal recording sample,neutral,
SAM_00419,Zenodo,sr13-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr13-06-05-18.wav,Vocal recording sample,neutral,
SAM_00420,Zenodo,s30-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s30-05-05-18.wav,Vocal recording sample,neutral,
SAM_00421,Zenodo,h63-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h63-04-05-18.wav,Vocal recording sample,neutral,
SAM_00422,Zenodo,a29-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a29-01-05-18.wav,Vocal recording sample,neutral,
SAM_00423,Zenodo,h36-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h36-04-05-18.wav,Vocal recording sample,neutral,
SAM_00424,Zenodo,h104-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h104-04-05-18.wav,Vocal recording sample,neutral,
SAM_00425,Zenodo,s11-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s11-05-05-18.wav,Vocal recording sample,neutral,
SAM_00426,Zenodo,s71-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s71-05-05-18.wav,Vocal recording sample,neutral,
SAM_00427,Zenodo,d58-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d58-02-05-18.wav,Vocal recording sample,neutral,
SAM_00428,Zenodo,f52-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f52-03-05-18.wav,Vocal recording sample,neutral,
SAM_00429,Zenodo,a13-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a13-01-05-18.wav,Vocal recording sample,neutral,
SAM_00430,Zenodo,d79-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d79-02-05-18.wav,Vocal recording sample,neutral,
SAM_00431,Zenodo,f37-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f37-03-05-18.wav,Vocal recording sample,neutral,
SAM_00432,Zenodo,a10-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a10-01-05-18.wav,Vocal recording sample,neutral,
SAM_00433,Zenodo,h73-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h73-04-05-18.wav,Vocal recording sample,neutral,
SAM_00434,Zenodo,s89-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s89-05-05-18.wav,Vocal recording sample,neutral,
SAM_00435,Zenodo,f1-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f1-03-05-18.wav,Vocal recording sample,neutral,
SAM_00436,Zenodo,sr41-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr41-06-05-18.wav,Vocal recording sample,neutral,
SAM_00437,Zenodo,sr98-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr98-06-05-18.wav,Vocal recording sample,neutral,
SAM_00438,Zenodo,s68-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s68-05-05-18.wav,Vocal recording sample,neutral,
SAM_00439,Zenodo,sr5-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr5-06-05-18.wav,Vocal recording sample,neutral,
SAM_00440,Zenodo,d64-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d64-02-05-18.wav,Vocal recording sample,neutral,
SAM_00441,Zenodo,sr71-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr71-06-05-18.wav,Vocal recording sample,neutral,
SAM_00442,Zenodo,f88-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f88-03-05-18.wav,Vocal recording sample,neutral,
SAM_00443,Zenodo,a57-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a57-01-05-18.wav,Vocal recording sample,neutral,
SAM_00444,Zenodo,d68-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d68-02-05-18.wav,Vocal recording sample,neutral,
SAM_00445,Zenodo,d57-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d57-02-05-18.wav,Vocal recording sample,neutral,
SAM_00446,Zenodo,f31-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f31-03-05-18.wav,Vocal recording sample,neutral,
SAM_00447,Zenodo,d88-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d88-02-05-18.wav,Vocal recording sample,neutral,
SAM_00448,Zenodo,d46-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d46-02-05-18.wav,Vocal recording sample,neutral,
SAM_00449,Zenodo,a61-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a61-01-05-18.wav,Vocal recording sample,neutral,
SAM_00450,Zenodo,a101-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a101-01-05-18.wav,Vocal recording sample,neutral,
SAM_00451,Zenodo,sr27-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr27-06-05-18.wav,Vocal recording sample,neutral,
SAM_00452,Zenodo,f78-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f78-03-05-18.wav,Vocal recording sample,neutral,
SAM_00453,Zenodo,s24-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s24-05-05-18.wav,Vocal recording sample,neutral,
SAM_00454,Zenodo,d82-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d82-02-05-18.wav,Vocal recording sample,neutral,
SAM_00455,Zenodo,sr28-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr28-06-05-18.wav,Vocal recording sample,neutral,
SAM_00456,Zenodo,d62-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d62-02-05-18.wav,Vocal recording sample,neutral,
SAM_00457,Zenodo,d36-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d36-02-05-18.wav,Vocal recording sample,neutral,
SAM_00458,Zenodo,d15-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d15-02-05-18.wav,Vocal recording sample,neutral,
SAM_00459,Zenodo,a93-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a93-01-05-18.wav,Vocal recording sample,neutral,
SAM_00460,Zenodo,s34-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s34-05-05-18.wav,Vocal recording sample,neutral,
SAM_00461,Zenodo,f76-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f76-03-05-18.wav,Vocal recording sample,neutral,
SAM_00462,Zenodo,h103-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h103-04-05-18.wav,Vocal recording sample,neutral,
SAM_00463,Zenodo,f18-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f18-03-05-18.wav,Vocal recording sample,neutral,
SAM_00464,Zenodo,s8-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s8-05-05-18.wav,Vocal recording sample,neutral,
SAM_00465,Zenodo,a80-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a80-01-05-18.wav,Vocal recording sample,neutral,
SAM_00466,Zenodo,d43-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d43-02-05-18.wav,Vocal recording sample,neutral,
SAM_00467,Zenodo,h7-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h7-04-05-18.wav,Vocal recording sample,neutral,
SAM_00468,Zenodo,sr59-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr59-06-05-18.wav,Vocal recording sample,neutral,
SAM_00469,Zenodo,s59-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s59-05-05-18.wav,Vocal recording sample,neutral,
SAM_00470,Zenodo,s80-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s80-05-05-18.wav,Vocal recording sample,neutral,
SAM_00471,Zenodo,s55-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s55-05-05-18.wav,Vocal recording sample,neutral,
SAM_00472,Zenodo,h53-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h53-04-05-18.wav,Vocal recording sample,neutral,
SAM_00473,Zenodo,d50-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d50-02-05-18.wav,Vocal recording sample,neutral,
SAM_00474,Zenodo,a98-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a98-01-05-18.wav,Vocal recording sample,neutral,
SAM_00475,Zenodo,s1-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s1-05-05-18.wav,Vocal recording sample,neutral,
SAM_00476,Zenodo,s46-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s46-05-05-18.wav,Vocal recording sample,neutral,
SAM_00477,Zenodo,s37-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s37-05-05-18.wav,Vocal recording sample,neutral,
SAM_00478,Zenodo,sr92-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr92-06-05-18.wav,Vocal recording sample,neutral,
SAM_00479,Zenodo,sr74-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr74-06-05-18.wav,Vocal recording sample,neutral,
SAM_00480,Zenodo,d27-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d27-02-05-18.wav,Vocal recording sample,neutral,
SAM_00481,Zenodo,d28-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d28-02-05-18.wav,Vocal recording sample,neutral,
SAM_00482,Zenodo,h86-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h86-04-05-18.wav,Vocal recording sample,neutral,
SAM_00483,Zenodo,sr23-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr23-06-05-18.wav,Vocal recording sample,neutral,
SAM_00484,Zenodo,sr91-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr91-06-05-18.wav,Vocal recording sample,neutral,
SAM_00485,Zenodo,h44-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h44-04-05-18.wav,Vocal recording sample,neutral,
SAM_00486,Zenodo,f38-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f38-03-05-18.wav,Vocal recording sample,neutral,
SAM_00487,Zenodo,sr17-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr17-06-05-18.wav,Vocal recording sample,neutral,
SAM_00488,Zenodo,f92-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f92-03-05-18.wav,Vocal recording sample,neutral,
SAM_00489,Zenodo,a49-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a49-01-05-18.wav,Vocal recording sample,neutral,
SAM_00490,Zenodo,s96-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s96-05-05-18.wav,Vocal recording sample,neutral,
SAM_00491,Zenodo,a97-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a97-01-05-18.wav,Vocal recording sample,neutral,
SAM_00492,Zenodo,sr30-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr30-06-05-18.wav,Vocal recording sample,neutral,
SAM_00493,Zenodo,f68-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f68-03-05-18.wav,Vocal recording sample,neutral,
SAM_00494,Zenodo,f66-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f66-03-05-18.wav,Vocal recording sample,neutral,
SAM_00495,Zenodo,a82-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a82-01-05-18.wav,Vocal recording sample,neutral,
SAM_00496,Zenodo,f75-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f75-03-05-18.wav,Vocal recording sample,neutral,
SAM_00497,Zenodo,s31-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s31-05-05-18.wav,Vocal recording sample,neutral,
SAM_00498,Zenodo,a76-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a76-01-05-18.wav,Vocal recording sample,neutral,
SAM_00499,Zenodo,h9-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h9-04-05-18.wav,Vocal recording sample,neutral,
SAM_00500,Zenodo,sr64-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr64-06-05-18.wav,Vocal recording sample,neutral,
SAM_00501,Zenodo,a60-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a60-01-05-18.wav,Vocal recording sample,neutral,
SAM_00502,Zenodo,h91-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h91-04-05-18.wav,Vocal recording sample,neutral,
SAM_00503,Zenodo,h76-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h76-04-05-18.wav,Vocal recording sample,neutral,
SAM_00504,Zenodo,sr51-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr51-06-05-18.wav,Vocal recording sample,neutral,
SAM_00505,Zenodo,sr99-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr99-06-05-18.wav,Vocal recording sample,neutral,
SAM_00506,Zenodo,a58-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a58-01-05-18.wav,Vocal recording sample,neutral,
SAM_00507,Zenodo,a81-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a81-01-05-18.wav,Vocal recording sample,neutral,
SAM_00508,Zenodo,a79-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a79-01-05-18.wav,Vocal recording sample,neutral,
SAM_00509,Zenodo,h13-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h13-04-05-18.wav,Vocal recording sample,neutral,
SAM_00510,Zenodo,h3-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h3-04-05-18.wav,Vocal recording sample,neutral,
SAM_00511,Zenodo,s26-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s26-05-05-18.wav,Vocal recording sample,neutral,
SAM_00512,Zenodo,a69-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a69-01-05-18.wav,Vocal recording sample,neutral,
SAM_00513,Zenodo,sr55-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr55-06-05-18.wav,Vocal recording sample,neutral,
SAM_00514,Zenodo,d59-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d59-02-05-18.wav,Vocal recording sample,neutral,
SAM_00515,Zenodo,h102-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h102-04-05-18.wav,Vocal recording sample,neutral,
SAM_00516,Zenodo,d56-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d56-02-05-18.wav,Vocal recording sample,neutral,
SAM_00517,Zenodo,h46-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h46-04-05-18.wav,Vocal recording sample,neutral,
SAM_00518,Zenodo,f77-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f77-03-05-18.wav,Vocal recording sample,neutral,
SAM_00519,Zenodo,a50-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a50-01-05-18.wav,Vocal recording sample,neutral,
SAM_00520,Zenodo,f74-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f74-03-05-18.wav,Vocal recording sample,neutral,
SAM_00521,Zenodo,d63-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d63-02-05-18.wav,Vocal recording sample,neutral,
SAM_00522,Zenodo,a71-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a71-01-05-18.wav,Vocal recording sample,neutral,
SAM_00523,Zenodo,s48-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s48-05-05-18.wav,Vocal recording sample,neutral,
SAM_00524,Zenodo,s4-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s4-05-05-18.wav,Vocal recording sample,neutral,
SAM_00525,Zenodo,h20-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h20-04-05-18.wav,Vocal recording sample,neutral,
SAM_00526,Zenodo,d97-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d97-02-05-18.wav,Vocal recording sample,neutral,
SAM_00527,Zenodo,s99-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s99-05-05-18.wav,Vocal recording sample,neutral,
SAM_00528,Zenodo,sr14-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr14-06-05-18.wav,Vocal recording sample,neutral,
SAM_00529,Zenodo,sr77-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr77-06-05-18.wav,Vocal recording sample,neutral,
SAM_00530,Zenodo,s22-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s22-05-05-18.wav,Vocal recording sample,neutral,
SAM_00531,Zenodo,a16-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a16-01-05-18.wav,Vocal recording sample,neutral,
SAM_00532,Zenodo,h32-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h32-04-05-18.wav,Vocal recording sample,neutral,
SAM_00533,Zenodo,h8-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h8-04-05-18.wav,Vocal recording sample,neutral,
SAM_00534,Zenodo,f95-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f95-03-05-18.wav,Vocal recording sample,neutral,
SAM_00535,Zenodo,h74-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h74-04-05-18.wav,Vocal recording sample,neutral,
SAM_00536,Zenodo,a64-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a64-01-05-18.wav,Vocal recording sample,neutral,
SAM_00537,Zenodo,sr102-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr102-06-05-18.wav,Vocal recording sample,neutral,
SAM_00538,Zenodo,h90-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h90-04-05-18.wav,Vocal recording sample,neutral,
SAM_00539,Zenodo,h105-04-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/h105-04-05-18.wav,Vocal recording sample,neutral,
SAM_00540,Zenodo,f24-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f24-03-05-18.wav,Vocal recording sample,neutral,
SAM_00541,Zenodo,sr60-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr60-06-05-18.wav,Vocal recording sample,neutral,
SAM_00542,Zenodo,f9-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f9-03-05-18.wav,Vocal recording sample,neutral,
SAM_00543,Zenodo,a90-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a90-01-05-18.wav,Vocal recording sample,neutral,
SAM_00544,Zenodo,f26-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f26-03-05-18.wav,Vocal recording sample,neutral,
SAM_00545,Zenodo,a18-01-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/a18-01-05-18.wav,Vocal recording sample,neutral,
SAM_00546,Zenodo,sr4-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr4-06-05-18.wav,Vocal recording sample,neutral,
SAM_00547,Zenodo,sr50-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr50-06-05-18.wav,Vocal recording sample,neutral,
SAM_00548,Zenodo,d35-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d35-02-05-18.wav,Vocal recording sample,neutral,
SAM_00549,Zenodo,s100-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s100-05-05-18.wav,Vocal recording sample,neutral,
SAM_00550,Zenodo,f98-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f98-03-05-18.wav,Vocal recording sample,neutral,
SAM_00551,Zenodo,sr58-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr58-06-05-18.wav,Vocal recording sample,neutral,
SAM_00552,Zenodo,s92-05-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/s92-05-05-18.wav,Vocal recording sample,neutral,
SAM_00553,Zenodo,sr106-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr106-06-05-18.wav,Vocal recording sample,neutral,
SAM_00554,Zenodo,sr66-06-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/sr66-06-05-18.wav,Vocal recording sample,neutral,
SAM_00555,Zenodo,f93-03-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/f93-03-05-18.wav,Vocal recording sample,neutral,
SAM_00556,Zenodo,d53-02-05-18.wav,zenodo_16210020/SITB-OSED/Actor_2Phulbani/d53-02-05-18.wav,Vocal recording sample,neutral,
